text,target
"From: sandvik@newton.apple.com (Kent Sandvik)
Subject: Re: 14 Apr 93   God's Promise in 1 John 1: 7
Organization: Cookamunga Tourist Bureau
Lines: 17

In article <1qknu0INNbhv@shelley.u.washington.edu>, > Christian:  washed in
the blood of the lamb.
> Mithraist:  washed in the blood of the bull.
> 
> If anyone in .netland is in the process of devising a new religion,
> do not use the lamb or the bull, because they have already been
> reserved.  Please choose another animal, preferably one not
> on the Endangered Species List.  

This will be a hard task, because most cultures used most animals
for blood sacrifices. It has to be something related to our current
post-modernism state. Hmm, what about used computers?

Cheers,
Kent
---
sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net.
",19
"From: steve-b@access.digex.com (Steve Brinich)
Subject: Re: Fighting the Clipper Initiative
Organization: Express Access Online Communications, Greenbelt, MD USA
Lines: 7
NNTP-Posting-Host: access.digex.net

 > er, excuse me but since the escrow agencies aren't yet chosen, how can you
 >say they have a ""history of untrustworthy behavoir[sic]""? 

  I refer to the Federal law enforcement apparatus (which is ultimately in
charge of this) generally.


",11
"From: Thyagi@cup.portal.com (Thyagi Morgoth NagaSiva)
Subject: Re: OTO, the Ancient Order of Oriental Templars
Organization: The Portal System (TM)
Distribution: world
  <1993Apr14.130150.28931@lynx.dac.northeastern.edu> <79615@cup.portal.com>
  <1qn5rn$q7p@csugrad.cs.vt.edu>
Lines: 144

930418

Do what thou wilt shall be the whole of the Law. [Honestly.]
The word of Sin is Restriction. [Would I kid you?]


Does one man's words encompass the majestic vision of thousands
of individuals?  Quoting a man is not the same as quoting the
Order.  Taken out of context, words can be interpreted much
differently than had one applied them within the confines of
their original expression.

I think this is the case regarding Hymenaeus Beta, Frater Superior 
of the Order to which I belong.  When he included that bit
from Merlinus X' he did us all a service.  He showed us the extremes
to which Order members have been known to go in their fervor.
I have little knowledge regarding Reuss' background, but surely
he was an unusual man, and he was an important force in the Order 
for many years.

Yet as people change so do Orders change, and while we look back
so carefully at the dirty laundry of O.T.O. remember that this is
only the surface skim and that many perspectives are now encompassed
which extend beyond any one individual.  I hope to show that there
was and is much room for a difference of opinion within the Order
itself, perhaps by testing the limits myself.


Let us examine this issue a bit more closely....

""In 1895, Karl Kellner (1850-1905), a wealthy Austrian industrialist
and paper chemist, as well as a high-grade Mason, founded the Ordo
Templi Orientis.  Kellner had traveled widely in the East, where he
met three adepts who instructed him specific magical practices.  
Kellner's efforts to develop the Order were later assisted by Franz
Hartmann, Heinrich Klein and Theodore Reuss, who had worked together
prior to joining the O.T.O.  The Order was first proclaimed in 1902
in Reuss's Masonic publication, 'Oriflamme'.  On Kellner's death,
Reuss succeeded him as Outer Head [O.H.O.].  The 'Jubilee' edition of
the 'Oriflamme', published in 1912, announced that the Order taught
secret of sexual magic.
 
""Theodore Reuss was an interesting character.  Born June 28, 1855 in
Augsburg, he entered Masonry in 1876.  He was a singer, journalist and
possibly a spy for the Prussian political police, infiltrating the Socialist
League founded by Karl Marx's daughter and her husband.  Reuss was
later associated with William Wynn Westcott, a leader of the Golden
Dawn, who later introduced him to John Yarker.  Yarker chartered Reuss to
found the Rites of Memphis and Mizraim in Germany.  After several
attempts to concretize various Masonic Rites, Reuss settled on the
development of the O.T.O.

""The Order experienced reasonably steady growth under Reuss' leadership.
For example, he chartered Papus in France, Rudolph Steiner in Berlin
and H. Spencer Lewis in the USA.  In 1912, the historic meeting between
Reuss and Crowley occurred.  Crowley wrote that Reuss came to him and
accused him of revealing Order secrets.  When Crowley looked at it afresh,
the initiated interpretation of sexual magick unfolded itself to him for
the first time.  Reuss appointed Crowley as Supreme and Holy King of all
the English speaking world, and it was this authorization that he invoked
when publishing the material of the Equinox.

""Reuss resigned as Outer Head of the Order in 1922 after suffering a
stroke and named Crowley his successor.  All was well until 1925 when
_The Book of the Law_ was translated into German.  There was a break
in the continuity of the Order.  Manyk members split with the new O.H.O.
over the book, which Crowley was actively promulgating through the Order.
He had earlier revise dthe Order rituals at Reuss's request, deeply
infusing the doctrines of the New Aeon revelation.""

_An Introduction to the History of the O.T.O._, by Ad Veritatem IX'

Within _Equinox III:10_, Edited by 
  Hymenaeus Beta, Frater Superior, Rex Summus Sanctissimus,
    Caliph of the United States of America,
      Published by Samuel Weiser, 1990.



There are many possible reasons that our Frater Superior included this
material in _Equinox III:10_.  And this is the real point, is it not?
Why did he wish to publish such things about the history of his own
organization?  Does he represent a dogmatic threat to the principle
of Thelema?  Or is he exercising his True Will and putting forth very
complex pictures with no easy answers?  A picture which leaves room
for very many interpretations.

It is quite easy for me to see, for example, that all of O.T.O. derived
out of the dribble of faltering Masonry, purchased by clever hucksters
with an ounce of courage and some writing ability to aid them.  And I
can take that all the way down to our present Caliph, whose feeble
support of the 'Law of Thelema' is laughable at best.

Would I be thrown out of the Order for speaking in this way?  
Will I?  
I think not.
Why?  Because my Frater will see it as a perspective, an interjection
I am using as an example.  My illustration shows that we may express things
in the context of a larger work and the true significance of this may be
quite difficult to apprehend at first.

So it may be with OTO and Merlinus X'.  Please look O.T.O. more carefully.
I do not support Reuss's words myself, as I am not qualified to assess
them, and I am critical of their pomposity.  If I who am a member of
the Order take such a stand and am allowed to continue doing so, then
what can this say about the health of the Order?  Does it mean that
the Order has 'gone soft' and abandoned its moral principles?  Or
does it mean that it is strong in its ability to let the will of
universal kinship arise on its own, not shackled by some dogmatic
requirement?  How shall we resolve these two possibilities?


I find a high calibre of individual associated with Ordo Templi Orientis.
They are often quite intelligent and sometimes very well versed in arcane
or usual information.  They are quite often artists and geniuses.  
Having met some 20 longstanding members in the SF Bay Area (many who are or
were very heavily involved with the Order), I can vouch for the integrity
of the organization as it stands.

I have sometimes questioned the policy of Hymenaeus Beta.  In these moments 
I followed my intuition, and I've found little to stop me from requesting
a Second initiation from a different O.T.O. body.  I'm happily participating
in social groups (Feasts or Initiations) and have come to know the Gnostic
Mass well enough for my tastes.
 

This doesn't make me an authority on Order politics and explanations, however.
I can only hypothesize and relay to you what I understand based on my
limited contact with other members.

I urge you not to take the words of Merlinus X too far.  There are many
ways to interpret words, and many people who have become involved with
the Order feel very strongly about the sanctity of personal freedom
and the preservation of individual vision.

I welcome other comment on this issue and will be writing more in response
to other posts in this thread.


Invoke me under my stars.  Love is the law, love under will.

I am I!

Frater (I) Nigris (DCLXVI) CCCXXXIII
",19
"From: filipe@vxcrna.cern.ch (VINCI)
Subject: Re: Krillean Photography
News-Software: VAX/VMS VNEWS 1.41    
Organization: European Organization for Nuclear Research, CERN
Lines: 14

In article <1993Apr20.125920.15005@ircam.fr>, francis@ircam.fr (Joseph Francis) writes...
>In article <1993Apr19.205615.1013@unlv.edu> todamhyp@charles.unlv.edu (Brian M. Huey) writes:
>>I think that's the correct spelling..
> 
>Crullerian.
> 
 How about Kirlian imaging ? I believe the FAQ for sci.skeptics (sp?)
 has a nice write-up on this. They would certainly be most supportive
 on helping you to build such a device and connect to a 120Kvolt
 supply so that you can take a serious look at your ""aura""... :-)

 Filipe Santos
 CERN - European Laboratory for Particle Physics
 Switzerland
",13
"From: kmr4@po.CWRU.edu (Keith M. Ryan)
Subject: Re: Islam And Scientific Predictions (was Re: Genocide is Caused by Atheism)
Organization: Case Western Reserve University
Lines: 14
NNTP-Posting-Host: b64635.student.cwru.edu

In article <1993Apr19.231641.21652@monu6.cc.monash.edu.au> darice@yoyo.cc.monash.edu.au (Fred Rice) writes:

>The positive aspect of this verse noted by Dr. Maurice Bucaille is that
>while geocentrism was the commonly accepted notion at the time (and for
>a long time afterwards), there is no notion of geocentrism in this verse
>(or anywhere in the Qur'an).

	There is no notion of heliocentric, or even galacticentric either.



--------------------------------------------------------------------------------
		
		""My sole intention was learning to fly.""
",0
"From: dbd@urartu.sdpa.org (David Davidian)
Subject: ""Stretching from the Adriatic Sea to the Great Wall of China""
Organization: S.D.P.A. Center for Regional Studies
Lines: 22

In the following report: _Turkey Eyes Regional Role_ ANKARA, Turkey (AP)
April 27, 1993, we find in the last paragraph:

[Turanist] Although Premier Suleyman Demirel criticized Ozal's often
[Turanist] brash calls for more Turkish influence, he also has spoken
[Turanist] of a swath of Turkic peoples ""stretching from the Adriatic
[Turanist] Sea to the Great Wall of China.""

Who does Demirel think he is fooling? It seems at both ends of his envisioned 
pan-Turkic Empire -- the Balkans and the Caucasus -- Turkey's fascist boasts
are being pre-empted.

I would suggest Turkey let the world feel some of their ""Grey Wolf Teeth"", and
attempt to stretch from the Adriatic to China! Turkey will have cried ""wolf""
just once too much! 


-- 
David Davidian dbd@urartu.sdpa.org   | ""Armenia has not learned a lesson in
S.D.P.A. Center for Regional Studies |  Anatolia and has forgotten the 
P.O. Box 382761                      |  punishment inflicted on it.""  4/14/93
Cambridge, MA 02238                  |   -- Late Turkish President Turgut Ozal 
",17
"From: csulo@csv.warwick.ac.uk (Mr M J Brown)
Subject: 600RPM Floopy drives - UPDATE!
Organization: Computing Services, University of Warwick, UK
Lines: 26
Distribution: world
NNTP-Posting-Host: clover.csv.warwick.ac.uk

Many thanks to those who replied to my appeal for info on a drive I have
which is 3.5"" 600RPM!!

I now have some information on how to modify this for use with a BBC B 
computer. Not only do you have to change the speed from 600 to 300 rpm
(tried that) but also change 8 components in the Rec/Play section to allow
for the lower data rate (250kbit, not 500kbit as it was designed for) and also
change the Recording Current to allow for the low data rate/rev speed!

Hopefully this should sort it all out .... not bad for 9 quid (normally 32 
quid and upwards ....)

The drive is a JVC MDP series drive ...

=============================================================================  
     _/      _/   _/   _/  _/   _/_/_/_/   |
    _/_/  _/_/   _/   _/_/     _/          |         Michael Brown
   _/  _/  _/   _/   _/       _/_/         |
  _/      _/   _/   _/_/     _/            |    csulo@csv.warwick.ac.uk
 _/      _/   _/   _/  _/   _/_/_/_/  _/   |     mjb@dcs.warwick.ac.uk
                                           |
=============================================================================
              Lost interest ?? It's so bad I've lost apathy!
=============================================================================


",12
"From: schmidt@auvax1.adelphi.edu
Subject: Re: WD-40 as moisture repellant (was Lead Acid batteries & C
Lines: 32
Nntp-Posting-Host: auvax1
Organization: Adelphi University, Garden City NY

In article <1993Apr25.094202.3978@lugb.latrobe.edu.au>, MATGBB@LURE.LATROBE.EDU.AU (BYRNES,Graham) writes:
> In <sasrer.735576383@cinnamon> sasrer@unx.sas.com writes:
>> services we offered was an engine cleaning (remove all that oil BEFORE you
>> sell the car...  ;-}). Unfortunately, we did not have a high pressure
.........
>> 
> This definately gets the car going, but... WD-40 is highly flammable. Explosive
> even in the right conditions, like a vapour sealed inside a distributor for
> eg. And contact points tend to arc a tiny bit :)
> 
> I once saw the alternator/points cover blow completely off a motorcycle after
> it had been restored to life with WD-40... fun to watch
> (It was a Honda MR-50 minibike and the cover is only held on by large rubber 
> grommet, so it wasn't really a big blast.)
>        Graham B
> PS As a more serious aside, it is apparently also conductive, so it is best 
> to exercise caution with it around mains wiring.
>                                                 
I, some years ago, almost became a victim of this.  Squirted a fair amount in
an old model 15 Teletype which was acting up, then turned it on.  The eruption
when the motor starting contacts broke was mighty spectacular... I almost got
my eyebrows singed, the plastic (old ones had safety glass) cover over the
platen, etc flew across the room, and several people in the room almost had
heart attacks.  Beware the explosive properties of WD40 vapor.

-- 
*******************************************************************************
John H. Schmidt, P.E.              |Internet: schmidt@auvax1.adelphi.edu
Technical Director, WBAU           |Phone--Days     (212)456-4218
Adelphi University                 |       Evenings (516)877-6400
Garden City, New York 11530        |Fax-------------(212)456-2424
*******************************************************************************
",12
"From: pmetzger@snark.shearson.com (Perry E. Metzger)
Subject: Re: text of White House announcement and Q&As on clipper chip encryption
Organization: Partnership for an America Free Drug
Distribution: na
Lines: 104

rlward1@afterlife.ncsc.mil (Robert Ward) writes:
>In article <bontchev.734981805@fbihh> bontchev@fbihh.informatik.uni-hamburg.de writes:
>>and since the US constitutions guarantees the right to every American
>>to bear arms, why is not every American entitled, as a matter of
>
>Have you read the applicable part of the Constitution and interpreted it IN 
>CONTEXT?  If not, please do so before posting this misinterpretation again.
>It refers to the right of the people to organize a militia, not for individuals 
>to carry handguns, grenades, and assault rifles.  

The Supreme Court seems to disagree with you -- they have stated that
""the people"" is a term of art refering to an individual right, and
have explicitly mentioned the second amendment as an example.

I quote:

  ""... 'the people' seems to have been a term of art employed in
  select parts of the Constitution.  The Preamble declares that the
  Constitution is ordained, and established by 'the people of the
  the U.S.'  The Second Amendment protects the right of the people
  to keep and bear Arms ....""
	- Supreme Court of the U.S.,  U.S. v. Uerdugo-Uriquidez (1990).

Furthermore, in the Miller decision, they only permitted prosecution
for possession of a sawed-off shotgun because the defense had not
presented testimony and they therefore accepted the argument of the
government that such weapons have no military value -- they held that
the amendment protected the individual right to possess military
weapons. Unfortunately, no second amendment case has successfully
gotten to the court in fifty years. However, that does not change the
interpretation.

Furthermore, it appears that others disagree with you as well, vis:

 ""The conclusion is thus inescapable that the history, concept,
  and wording of the Second Amendment to the Constitution of the
  United States, as well as its interpretation by every major
  commentator and court in the first half-century after its ratifi-
  cation, indicates that what is protected is an individual right
  of a private citizen to own and carry firearms in a peaceful manner.""
   - Report of the Subcommittee on the Constitution of the
     Committee on the Judiciary, United States Senate,
     97th Congress, Second Session ( February 1982 )

You might rightfully ask ""well then, what does that first bit about
militias mean?""

Well, ""militia"" in historical context basically means the whole of the
adult males of the country. (Indeed, the U.S. Code still defines
""militia"" as all armed men over the age of 17).

   ""The Militia comprised all males physically capable of acting
    in concert for the common defense ....  And ... these men were
    expected to appear bearing arms supplied by themselves and of
    the kind in common use at the time.""
	- Supreme Court of the United States,  U.S. v. Miller (1939).

The reason for the phrase being there was to explain the rationale
behind the amendment, which was this: by depending on the people to
bear arms in defense of the country, no centralization of military
power could ever occur which would permit tyranny -- in short, the
government would remain perpetually in fear of the people, rather than
the other way around.

   ""No free man shall ever be debarred the use of arms.  The strongest reason
   for the people to retain the right to keep and bear arms is, as a last
   resort, to protect themselves against tyranny in government.""
     - Thomas Jefferson, Proposal Virginia Constitution, June 1776
       1 Thomas Jefferson Papers, 334 (C. J. Boyd, Ed., 1950).

   ""And what country can preserve its liberties, if its rulers are not
   warned from time to time that this people preserve the spirit of
   resistance ?  Let them take arms ... The tree of liberty must be
   refreshed from time to time, with the blood of patriots and tyrants.""
     - Thomas Jefferson (letter to William S. Smith, 1787, in
       Jefferson, On Democracy 20, S. Padover, ed., 1939).

   ""Before a standing army can rule, the people must be disarmed;
   as they are in almost every kingdom of Europe.  The supreme
   power in America cannot enforce unjust laws by the sword;
   because the whole body of the people are armed, and constitute
   a force superior to any bands of regular troops that can be, on
   any pretense, raised in the United States.""
     - Noah Webster, ""An Examination into the Leading Principles
       of the Federal Constitution"" (1787), in Pamphlets on the
       Constitution of the United States (P. Ford, 1888).

You may disagree with the second amendment, and wish that it be
repealed, but please do not pretend that it isn't there and that it
doesn't mean what it says. You might argue that conditions have
changed and that it should no longer be present, but you can't imagine
it away.

I could fill a book with detailed argumentation. Many have already.

However, none of this has anything to do with cryptography.  Lets get
it out of here. If you insist on discussing this, please do it in
talk.politics.guns, where people will gladly discuss this matter with
you.

--
Perry Metzger		pmetzger@shearson.com
--
Laissez faire, laissez passer. Le monde va de lui meme.
",11
"From: mjs@sys.uea.ac.uk (Mike Sixsmith)
Subject: Re: Countersteering_FAQ please post
Organization: University of East Anglia
Lines: 46

egreen@east.sun.com (Ed Green - Pixel Cruncher) writes:

>In article 735312515@zen.sys.uea.ac.uk, mjs@sys.uea.ac.uk (Mike Sixsmith) writes:
>>
ed>1.  All of us that argue about gyroscopes, etc., throughly understand
ed>the technique of countersteering.

me>Including all the ones who think that they countersteer all the way
me>through a corner??

ed>Well... all the way through a decreasing-radius corner, anyway...

Maybe they are riding around an ever-decreasing circle of lies which
eventually leads to the truth....



me>The official line here (though I do have my doubts about it) is that the
me>front brake is applied first, followed by the rear brake, the idea being
me>that you avoid locking up the rear after weight transfer takes place. 

>If that's the ""official line"" taught in those rider education classes
>you were refering to, that also don't teach countersteering, I have to
>question the quality of the classes. 

Me too, though unfortunately the ""Official Line"" is the one that you
have to adhere to if you want to get a full licence. The examiner's
guidelines are laid down by the government, and the basic rider education
courses have no choice but to follow them. It surprises me that none of the
rider groups here, either MAG or the BMF make much noise about the fact that
the riding test requires you to ride three feet from the kerb all the time
in order to pass, that the front brake must be applied before the rear, that
you have to keep looking over your shoulder all the time (instead of just
when it is justified) - there's probably a few more too, which I can't
think of for the moment. If the riding test could be rejigged a bit 
to include more of the real-world survival skills and less of the 
woefully simplistic crap that it contains now, then the accident figures
would (imho) reduce still further.

Don't think we should include countersteering knowledge in our test though...

:-)




",8
"From: jackw@boi.hp.com (jack wood)
Subject: Re: Chevy/GMC 4x4 Fullsize Pickups, Opinions?
Distribution: na
Organization: Hewlett-Packard / Boise, Idaho
X-Newsreader: TIN [version 1.1.4 PL6]
Lines: 41

Dick Grady (grady@world.std.com) wrote:
: 
: I am considering buying a 1993 Chevy or GMC 4x4 full-size pickup with
: the extended cab.  Any opinions about these vehicles?  Have there been
: any significant problems?
: 
: -- 
: Dick Grady           Salem, NH,  USA            grady@world.std.com
: So many newsgroups, so little time!


I bought a brand new 1992 Chevrolet K2500 HD 4x4 extended cab last
May.  It has had many, many problems.  See my earler post that describes
the situation.  I went to BBB arbitration, and they ruled that Chevrolet
must buy it back from me.  If you do get one, stay away from the 5 speed
manual with the deep low first gear.  They have put three of them in my
truck so far.  After about 1,500 miles, overdrive either starts
rattling or hissing loudly.  There is no way to fix them.  Chevrolet 
says that the noise is ""a characteristic of the transmission.""

Also, if you are planning to use your truck to tow, the
gear ratios in that tranny suck.  On a steep hill, you get up to about
55 MPH in second gear at 4,000 RPM (yellow line).  If you shift to third,
the RPM drop to only 2,500, and you begin to loose speed.  I should
point out that the 350 V8 they put in the HD (8600 GVW) trucks is a
detuned motor compared to the one they put in the light duty ones.  They
dropped the compression ratio, supposedly for ""engine longevity""
reasons.  So the light duty 350 may pull better than my truck does.
Other things that have gone wrong include the ventilation fan (3 times 
so far), paint (had specs of rust embedded in the paint from being
shipped by rail with no covering), and suspension parts (link between
stabilizer and control arm fell off).

Any company can make a bad individual car, Chevrolet included.  What
really bothered me was the way they reacted.  They made no attempt
to deal with me except to tell me to take it back to the dealer for 
them to attempt to fix it one more time.  So I bought a brand new
Ford F250 HD Super Cab with a 460 and an automatic.  I will never
buy another Chevrolet.

jackw@hpdmd48.boi.hp.com
",7
"From: cws@Faultline.Com (Carl Schmidtmann)
Subject: Re: Any way to *STOP* and application from re-titling?
Nntp-Posting-Host: gigo.faultline.com
Organization: Faultline Software Group, Inc
Distribution: ba
Lines: 30

In article <1993May13.212121.29048@colorado.edu>, hoswell@alumni.cs.colorado.edu (Mike Hoswell) writes:
|> 
|> I'm quite familiar with a variety of window title *setting* methods.
|> 
|> My question is...  Is there any way (via Resources, etc) to stop an
|> application's ability to re-name it's own Name / IconName properties?
|> 

Sorry, that's a feature.  The ICCCM specifies how the app should set its title, so the wm is obliged to do it.  If this bothers you, complain to the app writer.

|> ...who cares if it's not 'nice' to the application -
|> 
|> 	I WANT CONTROL! ;-)
|> 

Write your own wm that doesn't support the ICCCM.  Or write an program that you give a window ID and a title.  The your program can set the windows title for the app and then if the app changes it, your program switches it back again.

|> -Mike
|> 
|> -- 
|> Mike Hoswell - hoswell@ncar.ucar.edu |   Never Stop! / toasted - Bagels    |
|> Climate and Global Dynamics          | Disclaimer: I represent myself only |
|> NCAR, PO Box 3000, Boulder CO, 80307 +----------------+--------------------+
|>   ...So I've got that going for me --- Which is nice. |   Think Clearly.   |

-- 
_______________________________________________________________________________
Carl Schmidtmann                                  Faultline Software Group, Inc
(408) 736-9655                                    867 Karo Court  
cws@Faultline.Com  ...!{apple|decwrl}!gigo!cws    Sunnyvale, CA 94086-8146
",5
"From: ruocco@ghost.dsi.unimi.it (sergio ruocco)
Subject: Re: HOT NEW 3D Software
Keywords: Imagine,3d
Organization: Computer Science Dep. - Milan University
Lines: 26


I don't have nor Imagine nor Real 3d, but as old
Amiga user I think you should take a look also to 
Real 3d 2.0 for the Amiga. I saw Imagine 2.0 on the
Amiga for a long time at my friend's home, and
I've seen R3D 2.0 in action at Bit.Movie 93 in Riccione,
Italy (an Italian Computer Graphics Contest).
Many professionals using 3d Studio on PC, SoftImage
for Silicon Graphics and Imagine on the Amiga were 
*VERY IMPRESSED* by the power of this programs.
Sorry, I've lost the posting with full description 
of features of this great program.

For more informations give a look in comp.sys.amiga.graphics.

Representative of Activa International told me that
it will be out in 2 weeks for the Amiga and that
PC MS-Windows, Silicon Indigo and Unix version are 
under development.

Ciao,
	Sergio




-- 
Sergio Ruocco - ruocco@ghost.sm.dsi.unimi.it
Via Di Vittorio, 4
I-20019 Settimo Milanese Milano
Phone: 0039-2-3283896
",1
"From: jlevine@rd.hydro.on.ca (Jody Levine)
Subject: Re: Back Breaker, Near Hit!!
Organization: Ontario Hydro - Research Division
Lines: 23

In article <1r941o$3tu@menudo.uh.edu> inde7wv@Rosie.UH.EDU writes:
>another to the list but with this one I felt the most helpless.  I am sitting
>at a light about 1 - 2 car lengths behind a car, a wise decsion.  Suddenly I 
>hear screeching tires.  I dart my eyes to my mirrors and realize it's the 
>moroon flying up right behind me, in my panic I pop my clutch and stall the
>bike.  Luckily the guy stops a foot behind my rear wheel.
>
>I understand why you theoretically stop so far behind a car but can you
>really in actuality avoid such an incident?  Suggestions?

I've only ever done it in an automatic. I was sitting in my Olds, in
the winter, at a light, when I heard screeching behind me. I managed to
dart into the left turn lane before the sliding Jetta wound up half
where I was and half in the parked car beside where I was. I've never
had occasion to do it on a bike, but I imagine that it would be even
easier, because you could slip beside the car in front. Giving a gander
at the mirrors while at a light will give you time to get the clutch
out smoothly when you notice trouble, instead of waiting for the
screeching.

I've        bike                      like       | Jody Levine  DoD #275 kV
     got a       you can        if you      -PF  | Jody.P.Levine@hydro.on.ca
                         ride it                 | Toronto, Ontario, Canada
",8
"From: cs902043@ariel.yorku.ca (SHAWN LUDDINGTON)
Subject: Re: 1993 NHL Draft
Organization: York University, Toronto, Canada
Lines: 51

In article <93109.134719IO91748@MAINE.MAINE.EDU> Jon Carr <IO91748@MAINE.MAINE.EDU> writes:
>When is the draft this year?  And will there be any coverage?
>I know the upcomming NFL draft is on ESPN.
>
>Anyone got the details?
>
>Paul Kariya 1993 #1 Pick! (No. 2 perhaps?  He won't last long!) :-)
>
I don't know the exact coverage in the states.  In Canada it is covered
by TSN, so maybe ESPN will grab their coverage!  I don't know!

As for the picks
Ottawa picks #1 which means it is almost 100% that Alexander Daigle will 
go #1. He'll either stay or be traded in Montreal or Quebec.  IMO I would
take Kariya.  He should alot of leadership in the NCAA and so far in
the World Championships.  Daigle didn't show this for his junior team.

San Jose will then get Kariya.

Tampa Bay will either go for a russian Kozlov (I think that's it) or a 
    defenseman Rob Niedemeyer (probably spelt the last name wrong)

Because of expansion I won't go further but I will name other of the
blue chip prospects

   - Chris Gratton
   - Chris Pridham
   - a swedish player who I can't remember his name

Draft Order
-----------
1) Ottawa
2) San Jose
3) Tampa Bay
4) South Florida or Anahiem
5) South Florida or Anahiem
6) Hartford
7) Edmonton
8) Dallas
9) NY Rangers
10) Philadelphia

the 8th thru 10th picks could be wrong - I don't have the standings here
and am guessing 

(In my mind there are 8 top notch prospects in the draft, with Kariya 
 leading the way but not going #1)

Shawn - GO CAPS (two first round picks for the next three years - THANKS
                 ST.LOUIS or should I say RON CARON and SCOTT STEVENS)

",10
