textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
384a8c1c53," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",positive,noon,60-70,Mauritius,1271768,2.03E+03,626
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,neutral,night,70-100,Mexico,128932753,1943950,66
daed8640af, me tooo,neutral,morning,0-20,Micronesia,115023,700,164
0c79867978,My net died so yeah....  I`m sad now,negative,noon,21-30,Moldova,4033963,32850,123
fe588dce16, then am anticipating the next ten days!,neutral,night,31-45,Monaco,39242,1,26337
30b5985a07,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,negative,morning,46-60,Mongolia,3278290,1553560,2
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",neutral,noon,60-70,Montenegro,628066,13450,47
5bbfbb31da,getting ready to babysit,neutral,night,70-100,Morocco,36910560,446300,83
41cf23c2d2,Bad migrane and need to go to dancing tonight.... Not a good combination,negative,morning,0-20,Mozambique,31255435,786380,40
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
6c843b2f56, i dunno if he saw it  happy birthday girl!,positive,night,31-45,Namibia,2540905,8.23E+05,3
29736d30cc, I`m looking forward too see and hear you in Norway!! Live fast!,neutral,morning,46-60,Nauru,10824,20,541
2da7ae1656, awesome,positive,noon,60-70,Nepal,29136808,143350,203
0927b99040, actually workin from home tonight...  you?,neutral,night,70-100,Netherlands,17134872,33720,508
a35cb60975, ****! I want to be at the beach in the sun,negative,morning,0-20,New Zealand,4822233,263310,18
7e49648b99,OH. I am just so tired.,negative,noon,21-30,Nicaragua,6624554,120340,55
b7234b7720,"Well, my dog still isn`t at the shelter. I hope someone good has him",positive,night,31-45,Niger,24206644,1266700,19
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,positive,morning,46-60,Nigeria,206139589,910770,226
c9e5ca399a," Hello there, Taylor  I MISS YOU. Its been 2 months </3",negative,noon,60-70,North Korea,25778816,120410,214
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,negative,night,70-100,North Macedonia,2083374,25220,83
2d5206550f, Always a good idea.,positive,morning,0-20,Norway,5421241,3.65E+05,15
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral,noon,21-30,Oman,5106626,309500,16
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,positive,night,31-45,Pakistan,220892340,770880,287
09e0880c54," not here for long hun, head hurts",negative,morning,46-60,Palau,18094,460,39
bf2419a824,At walmart playing hide and seek.,neutral,noon,60-70,Palestine State,5101414,6020,847
2fac1b845b, whatever do you mean?,neutral,night,70-100,Panama,4314767,74340,58
15fb68bf9f,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,negative,morning,0-20,Papua New Guinea,8947024,452860,20
a93afddcdf, That it does  just wish more people would notice it,positive,noon,21-30,Paraguay,7132538,397300,18
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,neutral,night,31-45,Peru,32971854,1280000,26
6559ad2e3e,"Wish you were here, babe",positive,morning,46-60,Philippines,109581078,298170,368
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,negative,noon,60-70,Poland,37846611,3.06E+05,124
17deedd7a4,"I love summer, but I oddly don`t want this school year to end.",positive,night,70-100,Portugal,10196709,91590,111
d27429521a, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,positive,morning,0-20,Qatar,2881053,11610,248
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",positive,noon,21-30,Romania,19237691,230170,84
c12a98d8f3,i so can`t be bothered working tomorrow!,positive,night,31-45,Russia,145934462,16376870,9
0a60d11178, kittens are cute then they grow up n become CATS,positive,morning,46-60,Rwanda,12952218,24670,525
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,negative,noon,60-70,Saint Kitts and Nevis,53199,260,205
a25f8983ff, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,negative,night,70-100,Saint Lucia,183627,610,301
9b172f1737, gawd. People still remember the preggers comment. Hate you!,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,noon,21-30,Samoa,198414,2830,70
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,neutral,night,31-45,San Marino,33931,6.00E+01,566
7796395821, yeah freakin sucks!!,negative,morning,46-60,Sao Tome and Principe,219159,960,228
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,neutral,noon,60-70,Saudi Arabia,34813871,2149690,16
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,positive,night,70-100,Senegal,16743927,192530,87
add95c3198,Sooo tell me how I lost followerzzz,neutral,morning,0-20,Serbia,8737371,87460,100
c41d259d60, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,neutral,noon,21-30,Seychelles,98347,460,214
3099b7261b,looking for people,neutral,night,31-45,Sierra Leone,7976983,72180,111
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive,morning,46-60,Singapore,5850342,700,8358
d12acf4e01, Awwww   i`ve got some photos of cute bunnies,positive,noon,60-70,Slovakia,5459642,48088,114
dad3160e52,long day and i still have to mow the lawn,negative,night,70-100,Slovenia,2078938,20140,103
598603422e,Shoot. Only 12 miles,neutral,morning,0-20,Solomon Islands,686884,2.80E+04,25
c3c79502f9, why has it been so long since i have talked to you let alone seen you?? it makes me sad,negative,noon,21-30,Somalia,15893222,627340,25
02b43cd23c,Happy mothers day mom  ?,positive,night,31-45,South Africa,59308690,1213090,49
058f39acca,I want cookies for breakfast! Luckily I`m an adult and can do that!,positive,morning,46-60,South Korea,51269185,97230,527
90af5c843a,Mowing #6. I hate my lawn,negative,noon,60-70,South Sudan,11193725,610952,18
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",neutral,night,70-100,Spain,46754778,498800,94
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,negative,morning,0-20,Sri Lanka,21413249,62710,341
5496094dac,Feeling bad for  profile pic,negative,noon,21-30,Sudan,43849260,1765048,25
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,neutral,night,31-45,Suriname,586632,156000,4
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],positive,morning,46-60,Sweden,10099265,410340,25
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,neutral,noon,60-70,Switzerland,8654622,3.95E+04,219
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,neutral,night,70-100,Syria,17500658,183630,95
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3,neutral,morning,0-20,Tajikistan,9537645,139960,68
31d260e718, There`s no pause button in the game of life.,neutral,noon,21-30,Tanzania,59734218,885800,67
b22aff92be," that`s black market material right there, my friend!",neutral,night,31-45,Thailand,69799978,510890,137
96cc75e508,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,positive,morning,46-60,Timor-Leste,1318445,14870,89
664d148574, tried to join the chat but the site would not let me sign in,negative,noon,60-70,Togo,8278724,54390,152
6872aea3a9, where is home??,neutral,night,70-100,Tonga,105695,720,147
21d77a32fb,singing songs and filming movies  what i do best,positive,morning,0-20,Trinidad and Tobago,1399488,5130,273
5d8cc77f93,Their songs make me want to cry..,negative,noon,21-30,Tunisia,11818619,155360,76
803e9c0931,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,negative,night,31-45,Turkey,84339067,7.70E+05,110
16ca8a5ecc,The Mediteranian Kitchen...oh well can`t get them all right.,neutral,morning,46-60,Turkmenistan,6031200,469930,13
038c049e2a, what`s wrong?,neutral,noon,60-70,Tuvalu,11792,30,393
28e1999323, Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!,positive,night,70-100,Uganda,45741007,199810,229
438a7d203a,"_d thats good to know, and I bet he looks just like you.",positive,morning,0-20,Ukraine,43733762,579320,75
0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,noon,21-30,United Arab Emirates,9890402,83600,118
cad99e531f,i so wish i could get pregnant!!,positive,night,31-45,United Kingdom,67886011,241930,281
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,morning,46-60,United States of America,331002651,9147420,36
ba3e84e67f, Hiya! Missed you too! What have you been up to?,negative,noon,60-70,Uruguay,3473730,175020,20
b2dc59805a,out to play,neutral,night,70-100,Uzbekistan,33469203,425400,79
797aa81fda,Really sick,negative,morning,0-20,Vanuatu,307145,1.22E+04,25
0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral,noon,21-30,Venezuela,28435940,882050,32
4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,night,31-45,Vietnam,97338579,310070,314
b33c27ad85, thanks JK!!!  Love ya to death,positive,morning,46-60,Yemen,29825964,527970,56
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,positive,noon,60-70,Zambia,18383955,743390,25
0ee55890a7,Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,neutral,night,70-100,Zimbabwe,14862924,386850,38
eb9c11eb52,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,negative,morning,0-20,Afghanistan,38928346,652860,60
cf16d0c659," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",positive,noon,21-30,Albania,2877797,27400,105
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight,negative,night,31-45,Algeria,43851044,2381740,18
b8a3fea60e,"Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",neutral,morning,46-60,Andorra,77265,470,164
5389177883,_rain i wanna see her hair  hows everyone?,neutral,noon,60-70,Angola,32866272,1246700,26
e59fd12277, Or FTRH -- For The Ride Home,neutral,night,70-100,Antigua and Barbuda,97929,440,223
264f1af9a0," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",negative,morning,0-20,Argentina,45195774,2736690,17
d19724f22f, i want chinese food really baaad.,positive,noon,21-30,Armenia,2963243,28470,104
9d4dfb1f9e,is downloading songs  http://plurk.com/p/rp8wx,neutral,night,31-45,Australia,25499884,7682300,3
e6b380cd3d," I almost said, 'and grammer no exist either' grunt.  But I stopped myself",neutral,morning,46-60,Austria,9006398,8.24E+04,109
993c6eadd2,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",positive,noon,60-70,Azerbaijan,10139177,82658,123
7993d38b85, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,positive,night,70-100,Bahamas,393244,10010,39
42caab438e,seeing shane dawson videos,neutral,morning,0-20,Bahrain,1701575,760,2239
b5e7df1efe,  sad face.,negative,noon,21-30,Bangladesh,164689383,130170,1265
017a0bbb36,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,negative,night,31-45,Barbados,287375,430,668
12cfea907c,Already misses ,negative,morning,46-60,Belarus,9449323,202910,47
43449f0068,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",positive,noon,60-70,Belgium,11589623,30280,383
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,positive,night,70-100,Belize,397628,22810,17
38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",negative,morning,0-20,Benin,12123200,112760,108
18ee9d146c,at famous dave`s with my mom. so hungry.,neutral,noon,21-30,Bhutan,771608,3.81E+04,20
f5e9c0eef2, I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,positive,night,31-45,Bolivia,11673021,1083300,11
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt",neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",negative,noon,60-70,Botswana,2351627,566730,4
c5f383c0a0,I feel so deflated. No more doggy.,negative,night,70-100,Brazil,212559417,8358140,25
1.03E+211, sad about young love coming to an end  They were sooo cute together!,neutral,morning,0-20,Brunei,437479,5270,83
8def10379e, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,negative,noon,21-30,Bulgaria,6948445,108560,64
74af7e0835,"owww, back pain  hm, walmart or no? i could get cupcakes~",negative,night,31-45,Burkina Faso,20903273,273600,76
bb53ba1a89, i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again,neutral,morning,46-60,Burundi,11890784,25680,463
11c5c7850b,Making my boyfriend look different.  He`s  cute no matter what. <3,positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
455ef3e9b6, LOL thx,positive,night,70-100,Cabo Verde,555987,4.03E+03,138
d761530c7f,is working until 11 tonight  http://plurk.com/p/x2kbv,neutral,morning,0-20,Cambodia,16718965,176520,95
ed1e06027c, well there go my peace corps prospects.,positive,noon,21-30,Cameroon,26545863,472710,56
47b4e91e39,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself,neutral,night,31-45,Canada,37742154,9093510,4
0b39781a5a," Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",positive,morning,46-60,Central African Republic,4829767,622980,8
8fbd0b19e6,"whatever will be, will be",neutral,noon,60-70,Chad,16425864,1259200,13
8429087609,Wango tango!!! Good night all,neutral,night,70-100,Chile,19116201,743532,26
7900f25fbc, i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,negative,morning,0-20,China,1439323776,9388211,153
312868ebb2, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****,neutral,noon,21-30,Colombia,50882891,1109500,46
5f2c04acd4,Fixing openbox theme a little,neutral,night,31-45,Comoros,869601,1861,467
55b8e44c02,Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
106aa6d022,"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",negative,noon,60-70,Costa Rica,5094118,51060,100
4975dbda48, i wish i wasn`t all  bummed but i kinda am,positive,night,70-100,Croatia,4105267,55960,73
a3145ba47e, Hey Mitchel when will you be live again? I didn`t get a chance to call you,negative,morning,0-20,Cuba,11326616,106440,106
7e19629684,looking at the sunshine out of my office window,neutral,noon,21-30,Cyprus,1207359,9240,131
3495e809b3,Back is SORE... should not have done that jump last night,negative,night,31-45,Czechia (Czech Republic),10708981,77240,139
a1b67a24aa, We are working,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
a0b1828b67,'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,positive,noon,60-70,Denmark,5792202,42430,137
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",neutral,night,70-100,Djibouti,988000,23180,43
c392253b42,nope no way in to stop  just have to put up wiv it,neutral,morning,0-20,Dominica,71986,750,96
62f3e63c1a,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,neutral,noon,21-30,Dominican Republic,10847910,4.83E+04,225
2942ed51f6," Not so much a substitute as a variation. Ate too much, too. Oof",neutral,night,31-45,Ecuador,17643054,248360,71
03798acf38,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,morning,46-60,Egypt,102334404,995450,103
fd1ebb37c3, Oui mademoiselle. You can barely turn around these days without bumping into one.,neutral,noon,60-70,El Salvador,6486205,20720,313
478a005e7c,Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,neutral,night,70-100,Equatorial Guinea,1402985,28050,50
9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,neutral,morning,0-20,Eritrea,3546421,101000,35
e6b24b7014, your`e a freak,neutral,noon,21-30,Estonia,1326535,42390,31
105b761a2c, i dont even know now lenaaa  when you going clothes show?,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,neutral,morning,46-60,Ethiopia,114963588,1000000,115
d0b2e14355,Memories,neutral,noon,60-70,Fiji,896445,18270,49
f27f60c847, Yep. Nothing to worry about.,positive,night,70-100,Finland,5540720,3.04E+05,18
5380d2b0e5,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,negative,morning,0-20,France,65273511,547557,119
38148a3e98," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",neutral,noon,21-30,Gabon,2225734,257670,9
b29ea1892f, Make a videoblog!,neutral,night,31-45,Gambia,2416668,10120,239
7dd51bdec1,reading Evermore by Lynn Viehl.,neutral,morning,46-60,Georgia,3989167,69490,57
409767144d,Wow what a storm we just had!!! Now no power,positive,noon,60-70,Germany,83783942,348560,240
c627db4613,getting my phone back this week  yeeeewww,positive,night,70-100,Ghana,31072940,227540,137
9fc2217d38,back from school  daily show was amazing  gonna watch it again later i think xD,positive,morning,0-20,Greece,10423054,128900,81
d14b33ede0,_breez Yer please do! Have a good day!,positive,noon,21-30,Grenada,112523,340,331
e7ed611f06,#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm,neutral,night,31-45,Guatemala,17915568,107160,167
a61d4c6048, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,positive,morning,46-60,Guinea,13132795,2.46E+05,53
74b427ffa8,right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,positive,noon,60-70,Guinea-Bissau,1968001,28120,70
c7568067cd,"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",neutral,night,70-100,Guyana,786552,196850,4
8a6cdf6832,watching Army Wives and it always makes me cry,negative,morning,0-20,Haiti,11402528,27560,414
f4d1a681af,productive day 1,positive,noon,21-30,Holy See,801,0,2003
f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,neutral,night,31-45,Honduras,9904607,111890,89
029a603b00, gotta love the summer,positive,morning,46-60,Hungary,9660351,90530,107
e6826a5aa5,Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,neutral,noon,60-70,Iceland,341243,100250,3
1e41208494," alas no, it`s just a normal night  monday is quiz night",neutral,night,70-100,India,1380004385,2973190,464
23f4fd4385,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,neutral,morning,0-20,Indonesia,273523615,1811570,151
aa17c6f797,_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,positive,noon,21-30,Iran,83992949,1.63E+06,52
136b1926c9, Cool. That`d be fantastic!,positive,night,31-45,Iraq,40222493,434320,93
6f381bb00f,live on stickam.com/itstyleryo COME CHAT!,neutral,morning,46-60,Ireland,4937786,68890,72
c0d5be8bd4,   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,neutral,noon,60-70,Israel,8655535,21640,400
e09b90939a," Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",negative,night,70-100,Italy,60461826,294140,206
ec835dc0b0,Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,positive,morning,0-20,Jamaica,2961167,10830,273
eaf90c4253, srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,negative,noon,21-30,Japan,126476461,364555,347
41a96b7954, me because I might not have enough money for college!!!,negative,night,31-45,Jordan,10203134,88780,115
e5a26fb323,lol! woow okay its not that big of a deal,neutral,morning,46-60,Kazakhstan,18776707,2699700,7
4e5d66beb2,I love how when I leave my laptop on my bed it creates a nice toasty spot,positive,noon,60-70,Kenya,53771296,569140,94
4c5a7e6ffc, I mean someone hit a dog with a car. It was just laying there,neutral,night,70-100,Kiribati,119449,8.10E+02,147
53714350ac, Does it start tomorrow?  I was going to book Sam on that and forgot,negative,morning,0-20,Kuwait,4270571,17820,240
b4401d6b4d," salt and vinegar, cheese and onion make your breathe smell lol  ****",negative,noon,21-30,Kyrgyzstan,6524195,191800,34
05ff657624, You`re welcome. There!  I added you already!,positive,night,31-45,Laos,7275560,230800,32
dd72ee1430,"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",neutral,morning,46-60,Latvia,1886198,62200,30
094e0509ad," Sorry to hear about your dude probs, what is it that`s too much?",negative,noon,60-70,Lebanon,6825445,10230,667
0182dd7de1,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,negative,night,70-100,Lesotho,2142249,30360,71
5b70f8bc73,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",negative,morning,0-20,Liberia,5057681,96320,53
8c280d0f80,just downloaded the tweet deck....look at my and my saviness,neutral,noon,21-30,Libya,6871292,1759540,4
98c02118e6,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,positive,night,31-45,Liechtenstein,38128,160,238
f4f24160c3, whatever i know you like it.  HAHAHHAH!,positive,morning,46-60,Lithuania,2722289,6.27E+04,43
80420cfe74,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,negative,noon,60-70,Luxembourg,625978,2590,242
5f1811bb3d,Good morning twitterland. Happy Monday,positive,night,70-100,Madagascar,27691018,581795,48
c7d3ab998a,Writing reports....,neutral,morning,0-20,Malawi,19129952,94280,203
7abd932d50,thanks timmy.  turns out he has strep and a high fever.,positive,noon,21-30,Malaysia,32365999,328550,99
ed298c6e5d," oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",positive,night,31-45,Maldives,540544,300,1802
3257bafde1,keeping it chilled.,positive,morning,46-60,Mali,20250833,1220190,17
2c150a0703,what a beautiful day not to got to my first class,positive,noon,60-70,Malta,441543,320,1380
2252c58ab0, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,positive,night,70-100,Marshall Islands,59190,180,329
7d933d9d21," yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",neutral,morning,0-20,Mauritania,4649658,1030700,5
f6400f56e9,_ that sucks!,negative,noon,21-30,Mauritius,1271768,2.03E+03,626
4477b985e5, yes it does,positive,night,31-45,Mexico,128932753,1943950,66
66019ddc8f,_datti Thanks sankar for ur wishes,positive,morning,46-60,Micronesia,115023,700,164
a7cf141043,"I love waking up and thinking it`s a weekday, but then realizing it`s the weekend.",positive,noon,60-70,Moldova,4033963,32850,123
4b2b16581a," sorry bout the cat,",negative,night,70-100,Monaco,39242,1,26337
e1a3e4575d, You`re the only person to have joined in  #penilewords,neutral,morning,0-20,Mongolia,3278290,1553560,2
719934e5e0,Up and washed  I`m clothing myself as I type xD WOOOO,positive,noon,21-30,Montenegro,628066,13450,47
dcba201932, miss u too. I`m still at a club...u know...west coast ****!,negative,night,31-45,Morocco,36910560,446300,83
a55208f877, love love love pot psycology. My Friday night treat,positive,morning,46-60,Mozambique,31255435,786380,40
c13f8a6154,Happy Star Wars Day  May the fourth be with you!,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
e0eeef2f3f, Playing with lighters fire matches and grass,neutral,night,70-100,Namibia,2540905,8.23E+05,3
003816f151,_art That would be the one.  It`s awesome sauce.,positive,morning,0-20,Nauru,10824,20,541
69c36e5f81,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",neutral,noon,21-30,Nepal,29136808,143350,203
898c63c69f," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",positive,night,31-45,Netherlands,17134872,33720,508
b01100d6c6,coffee time,neutral,morning,46-60,New Zealand,4822233,263310,18
131da67079," He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",neutral,noon,60-70,Nicaragua,6624554,120340,55
2a83e56667,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",negative,night,70-100,Niger,24206644,1266700,19
83b44dda65," We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",positive,morning,0-20,Nigeria,206139589,910770,226
b3fa6e5c24, I always hope they will die out but then i see the the old ones and it makes me sad,negative,noon,21-30,North Korea,25778816,120410,214
03e41eeb4f," thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",neutral,night,31-45,North Macedonia,2083374,25220,83
83fc759a0b, don`t follow me. You will ruin my twitter experience,negative,morning,46-60,Norway,5421241,3.65E+05,15
ff9722bca7,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,negative,noon,60-70,Oman,5106626,309500,16
ebf6233a5b,Weetabix and Choco milk  Yum!,positive,night,70-100,Pakistan,220892340,770880,287
9e4228219d, me too!,neutral,morning,0-20,Palau,18094,460,39
25ce9a8b1b,I`m sad to have lost another person close to me to cancer,negative,noon,21-30,Palestine State,5101414,6020,847
ed6a316e8a,_me Thanks! Kinda bittersweet though,neutral,night,31-45,Panama,4314767,74340,58
4244aec072,_Nutbar Good morning  how are you? #TwitterTakeover,positive,morning,46-60,Papua New Guinea,8947024,452860,20
90751fc00f,First time to Twitter..,neutral,noon,60-70,Paraguay,7132538,397300,18
c653189d96,Captain Jack is back,neutral,night,70-100,Peru,32971854,1280000,26
9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",negative,morning,0-20,Philippines,109581078,298170,368
e4838b68a2,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",neutral,noon,21-30,Poland,37846611,3.06E+05,124
0ce20ef06e, 6 am.  you?,neutral,night,31-45,Portugal,10196709,91590,111
fb030409ab,30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!,negative,morning,46-60,Qatar,2881053,11610,248
ae1b11d7ec,this weather makes my fingers numb / still waiting,negative,noon,60-70,Romania,19237691,230170,84
8739e2666f, LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,positive,night,70-100,Russia,145934462,16376870,9
e9a77e014a,DONE--IT`S SUMMER!!!,neutral,morning,0-20,Rwanda,12952218,24670,525
7920a12924, I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,neutral,noon,21-30,Saint Kitts and Nevis,53199,260,205
8c091fb754,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,positive,night,31-45,Saint Lucia,183627,610,301
d3e52b51b7, Its WoW! effect  Thanks for the update.,positive,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
4addb8e422,"got up at 8 today, and also misses his friend ",negative,noon,60-70,Samoa,198414,2830,70
f18b102ad6,catching up on my reading... twitter n BF break,neutral,night,70-100,San Marino,33931,6.00E+01,566
7720aca199," No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",neutral,morning,0-20,Sao Tome and Principe,219159,960,228
